"","match_nb","Acinonyx_jubatus","Acinonyx_jubatus2","Acryllium_vulturinum","Aepyceros_melampus","Aepyceros_melampus2","Agalychnis_callidryas","Ailuropoda_melanoleuca","Ailurops_ursinus","Ailurus_fulgens","Alligator_mississippiensis","Amblyrhynchus_cristatus","Aonyx_cinereus","Aonyx_cinereus2","Aquila_chrysaetos","Ara_ararauna","Ara_chloropterus","Arctocephalus forsteri","Arctocephalus_forsteri2","Artibeus_planirostris","Asio_flammeus","Ateles_hybridus","Ateles_paniscus","Athene_noctua","Athene_noctua2","Athene_noctua3","Balaeniceps_rex","Bison_bonasus","Bison_bonasus2","Boa_constrictor","Bubo_bubo","Bubo_bubo2","Bubo_scandiacus","Bufonidae","Buprestidae","Buteo_galapagoensis","Cairina_moschata","Calliphora_vomitoria","Callithrix_argentata","Callithrix_penicillata","Calloselasma rhodostoma","Canis_lupus","Canis_lupus_familiaris","Canis_lupus_familiaris2","Carlito_syrichta","Centurio_senex","Cerdocyon_thous","Chelonoidis_porteri","Choloepus_didactylus","Choloepus_didactylus2","Choloepus_didactylus3","Chroicocephalus_scopulinus","Columba_livia","Conolophus_pallidus","Corvus","Corvus2","Crocodylus_porosus","Crocuta_crocuta","Crotalus_atrox","Crotalus2","Cryptoprocto _ferox","Cynictis_penicillata","Dasypus_novemcinctus","Daubentonia_madagascariensis","Dendroaspis_angusticeps","Desmodus_rotondus","Didelphis_virginiana","Equus_caballus","Eudyptes chrysolophus","Eudyptes_chrysocome","Eulemur _coronatus","Eulemur _coronatus2","Euphractus _sexcinctus","Evarcha_arcuata","Felis_catus","Felis_silvestris","Geronticus_eremita","Giraffa_camelopardalis_reticulata","Gorilla_Gorilla_Beringei","Gorilla_gorilla_gorilla","Gulo_gulo","Gulo_gulo2","Gymnogyps_californianus","Gypaetus_barbatus","Gypaetus_barbatus2","Gyps_rueppelli","Haematopus_ater","Harpia_Harpyja","Helarctos_malayanus","Hemicentetes_semispinosus","Heterocephalus_glaber","Hippopotamus_amphibius","Hyaena_hyaena","Hyles_euphorbiae","Hylobates_agilis","Hypsignathus_monstrosus","Iguana_iguana","Iguana_iguana2","Incilius_alvarius","Incilius_alvarius2","Intellagama_lesueurii","Laticauda_laticaudata","Laticauda_saintgironsi","Lemur_catta","Lemur_catta2","Leopardus_wiedii","Leptailurus_serval","Leptoptilos_crumenifer","Libellula_quadrimaculata","Litoria_infrafrenata","Loris_tardigradus","Loxodonta_africana","Lycaon_pictus","Lycaon_pictus2","Lynx_rufus","Lynx_rufus2","Macaca_fuscata","Macaca_silenus","Macronectes_halli","Macropus_rufogriseus","Malayopython_reticulatus","Malpolon_monspessulanus","Mandrillus_sphinx","Mandrillus_sphinx2","Miopithecus_ogouensis","Morelia_spilota","Mungos_mungo","Muscardinus_avellanarius","Mygale","Myocastor_coypus","Naja_naja","Nasua_narica","Nasua_nasua","Necrosyrtes_monachus","Neofelis_nebulosa","Nestor_meridionalis","Notechis_scutatus","Numida_meleagris","Nyctereutes_procyonoides","Odonata","Odonata2","Oryctolagus_cuniculus","Oryctolagus_cuniculus2","Otocolobus_manul","Pamphagidae","Pan_paniscus","Pan_paniscus2","Pan_paniscus3","Pan_paniscus4","Pan_troglodytes","Pan_troglodytes2","Panthera_leo","Panthera_leo2","Panthera_leo3","Panthera_onca","Panthera_onca_2","Panthera_onca3","Panthera_pardus","Panthera_pardus_3","Panthera_pardus2","Panthera_tigris2","Panthera_uncia","Papillon","Papio_hamadryas","Pardofelis_temminckii","Petroica_macrocephala","Phacochoerus_africanus","Phascolarctos_cinereus","Phascolarctos_cinereus2","Pholcus_phalangioides","Pithecia pithecia","Pithecia pithecia2","Plathyrrhinus_fusciventris","Podarcis_muralis","Pogona_vitticeps","Porphyrio_hochstetteri","Procyon_lotor","Propithecus_coquereli","Propithecus_verreauxi","Psittacus_erithacus","Pteropus_conspicillatus","Puma_concolor","Python_bivittatus","Python_regius","Rattus_norvegicus","Rhinopithecus_roxellana","Rhyticeros_cassidix","Romalea_microptera","Saiga_tatarica","Sarcophilus_harrisii","Spalax","Spheniscus_humboldti","Stephanoaetus_coronatus","Strophurus","Struthio_camelus","Sula_nebouxii","Sula_sula","Suricata_suricatta","Sus_scrofa","Tapirus_indicus","Taricha_torosa","Tauraco_leucotis","Testudo_hermanni","Thalassarche_cauta","Theropithecus_gelada","Thomisus_onustus","Tockus_flavirostris","Trichosurus_vulpecula","Ursus_arctos_horribilis","Ursus_maritimus","Ursus_thibetanus","Varecia_rubra","Varecia_variegata","Vespula_germanica","Vicugna_pacos","Vicugna_pacos2","Vicugna_vicugna","Vipera_ammodytes","Vipera_aspis","Vulpes_zerda","Zamenis_longissimus","Zoropsis_spinimana"
"44",84800,1643.1,1735.8,1557.5,1317.6,1209.1,1391,1299.9,1329.3,1123.6,1877.5,1639.7,1127.4,1255.2,1462.7,1208.8,1225.1,1550.6,1360.8,1515,1255.1,1534.9,1243.8,1303.1,1252.5,1405.6,1544.2,1758.7,1693,1843.6,1283.7,1382.1,1322.6,1495.2,1653.1,1509.9,1506.7,1558.4,1330.2,1335.9,1844.8,1614.8,1543.7,1269.1,1340.6,1724.4,1372.5,1276.6,1342,1298.1,1242.9,1338.7,1238.8,1737,1512.1,1327.2,2014.8,1772.7,1850.9,1892.7,1492.6,1488.2,1306.1,1587.5,1773.2,1581.1,1382,1224.4,1294,1267.6,1394.9,1308.3,1454.3,1712,1392,1155.1,1587.2,1241.2,1627,1634,1510.6,1579,1631.9,1453.9,1544.6,1574.3,1285.1,1450.2,1644,1466.9,1685,1799,1782.1,1562.9,1315.5,1650.2,1602.1,1590.8,1489.2,1467.1,1594.8,1816.6,1811.2,1262.7,1291.1,1416.7,1470.6,1537.3,1594.4,1229.2,1186.9,1515.9,1662.1,1735,1656.5,1555.8,1520.5,1550.9,1533.2,1326.6,1873.8,1760.3,1656,1645.9,1447.8,1791.5,1483.8,1137.2,1773.9,1284.5,1952.4,1459.4,1337.3,1580.3,1633.5,1356.4,1779.3,1591.1,1365.8,1541,1537.8,1073.6,879.1,1495.4,1494.4,1435.9,1456.8,1426.4,1311.9,1570.5,1429.6,1749.1,1637,1689.7,1736.9,1698.7,1726.1,1763.3,1764.3,1741.4,1809.6,1711.6,1466.5,1587.8,1564.9,973.7,1677.1,1033.5,1022.4,1840.9,1509.9,1559.5,1532,1609.7,1506.4,1472.2,1263.2,1242.1,1239.9,1234.7,1386.9,1706.2,1777.6,1760.4,1351.7,1273.6,1350.9,1434.6,1454.9,1652.6,1567.7,1208.5,1545.6,1506.2,1571.8,1403.3,1506.3,1310.8,1594.4,1379,1456.2,1114.7,1183.4,1454.5,1713.9,1744.8,1542.4,1486,1751.4,1704.1,1738.4,1476.7,1308.2,1676.1,1338.7,1330.6,1239.8,1906.1,1834.7,1376.5,1783,1818.6
"45",86800,1620.9,1700.2,1510.6,1313.7,1234.1,1394.8,1287.6,1332.6,1117.8,1907.1,1628.2,1175.9,1234,1547.8,1245.4,1254.6,1430.1,1372.3,1553.3,1265.6,1516.8,1288.9,1303.9,1242.9,1317.8,1497.1,1783.3,1681.9,1800.6,1323,1317.5,1270.5,1494.2,1712.8,1556.8,1526.4,1593.4,1345.7,1371.5,1844,1518,1550.2,1265.4,1488.9,1700.4,1347.7,1284.9,1338.4,1237.7,1237.4,1359.4,1220.6,1716.8,1471.4,1341.8,2021.1,1742.6,1783.1,1863.8,1454,1434.7,1346.7,1637.6,1807.5,1568.6,1436.8,1201.4,1257,1315.5,1361.5,1415,1460.8,1729.9,1439.6,1131.7,1583.8,1220.7,1588.6,1653.7,1499.7,1613.4,1650.8,1476.9,1475.9,1580.9,1276.6,1523.7,1701.2,1456.4,1685.4,1776.4,1775,1515.8,1360.9,1635,1609.3,1504.3,1421.2,1519.1,1561.7,1833,1874.3,1249.2,1277.4,1485.5,1493.8,1585.1,1613.6,1335.6,1197.3,1521,1667.4,1673.9,1637.6,1600.3,1499.4,1526.7,1573.9,1336.1,1916.8,1830.4,1700.9,1644.9,1397.4,1813.9,1443.2,1211.9,1803.2,1324.5,1909.2,1482.8,1403.9,1519,1625,1404.9,1831.6,1559.4,1344.9,1556,1533,985.9,949,1499.8,1444.7,1449.5,1422.9,1392.6,1433.2,1478.3,1322.9,1740.7,1667.9,1731.3,1642.1,1708.1,1799.1,1765.4,1772,1669.6,1752.6,1675.1,1497.6,1607.6,1539.8,988.1,1735.1,1031.7,1059.8,1816.8,1502.1,1523.6,1447.2,1659,1438,1430.9,1266.3,1283.1,1321.9,1258.2,1434,1682.1,1831.4,1835.3,1278.3,1365.5,1337.6,1409.1,1523.2,1562.9,1613.2,1182.9,1520,1443.4,1649.3,1455.2,1519.4,1265.8,1570.5,1397,1501.1,1141.4,1095.7,1503.2,1724.6,1647.1,1483.8,1439.7,1791.9,1701,1701.1,1437.7,1316.9,1689.2,1297.8,1290.9,1195.8,1928,1839.9,1353.5,1769.8,1756.5
"46",88800,1658.2,1689.5,1546.6,1288,1196.9,1379.6,1274.6,1333.4,1173.3,1968,1667.1,1183.6,1243.1,1440,1267.3,1218.3,1487.8,1432.2,1532.6,1319.7,1504.3,1222.9,1268.4,1254.6,1357.3,1586.3,1769.6,1698.9,1831.1,1285.2,1272.5,1257.6,1557.1,1660,1570.8,1528.4,1597.7,1341.9,1357,1902.6,1588.8,1553.7,1261.7,1402.2,1767.4,1288.8,1296.9,1317,1277.8,1234.4,1343.4,1281.8,1729.9,1412.7,1371.8,1962.8,1759.5,1748.8,1835.5,1492,1441.5,1416,1625.3,1760.5,1613.3,1419.5,1217.1,1240.4,1284.8,1392.1,1323.2,1447.3,1757.2,1381.3,1147.8,1616.3,1212.6,1668.4,1700.7,1452.6,1575.7,1673.7,1447.8,1494.2,1576.1,1321.5,1465.9,1652.7,1404.7,1610.9,1703.1,1793.3,1503.9,1289.3,1588.6,1620.7,1619.9,1426.8,1415.1,1600.2,1847.9,1875.3,1184.1,1323.6,1507.5,1460.8,1603.1,1591.2,1262.7,1199.7,1537.2,1602.1,1654.3,1643.1,1618.4,1568,1502.3,1551.9,1327.5,1877.7,1798.4,1623.4,1637,1414.3,1846.4,1404.7,1150.4,1840.6,1307.6,1965.9,1477.7,1350.6,1532,1590.1,1344.6,1774.6,1520.2,1356.2,1471.7,1524.4,1044,883.2,1484.5,1470.5,1369.9,1360.8,1361.1,1353.9,1551.7,1363.6,1775.3,1661,1757.4,1683.8,1743.3,1779.9,1749.8,1804.1,1624.8,1835.9,1655.9,1523.9,1651.6,1588.9,1005.6,1744.6,1076.9,1112.9,1822.2,1427.4,1570,1548.7,1629.8,1498.7,1473.2,1311.6,1286.8,1213.5,1267.8,1429.8,1732.1,1835,1828,1336.8,1291.9,1369.5,1488,1444.3,1584.7,1575.2,1271.9,1502.1,1482.9,1558.3,1443.8,1476.5,1338.3,1616.1,1410.6,1499.2,1078.7,1161.1,1523.4,1719.7,1740.5,1485.5,1473.6,1742.2,1725.8,1671.1,1394.4,1402,1685,1310.3,1329.8,1192.2,1963.5,1820.1,1303.6,1792.5,1779.4
"47",90800,1696.7,1699.1,1582.4,1271.3,1220.4,1393.7,1338.7,1328.9,1105.2,1958.8,1682.3,1136.3,1261.9,1530.6,1198.8,1227.1,1473.6,1376,1523.5,1299.7,1482.9,1253.1,1322.1,1320.8,1345.1,1574.3,1798.9,1696.9,1772.8,1268.1,1348.6,1225.3,1477.3,1645,1520.8,1450.8,1578,1362.4,1316.4,1874.9,1520.5,1549,1299.1,1362,1667.4,1400.2,1215.6,1306.4,1227.1,1260.5,1356.5,1288.1,1674.6,1382,1348.8,1907.8,1813.1,1824.4,1849.5,1504.2,1476.7,1401.8,1589.7,1756.5,1578.5,1421.8,1167.9,1250.3,1316.6,1387.1,1317,1425.5,1697.2,1439.5,1123.4,1520.5,1268.1,1581.7,1634.4,1482.9,1539.5,1666.3,1443.2,1476.2,1581.6,1333.8,1398.8,1679.4,1469.5,1687.8,1769,1819.7,1543.7,1314.4,1588.3,1659.2,1551.5,1447,1439.3,1539.6,1815.4,1835.9,1301.9,1347.7,1494.1,1366.4,1528.5,1522.3,1304.1,1195.4,1563.2,1689.7,1629.6,1637.5,1636.2,1512.8,1520.5,1617,1424,1857.6,1803.9,1663.8,1626.6,1320.6,1801,1505.8,1235.1,1871.8,1350.1,1909.2,1459.2,1336.5,1582.5,1578.9,1363.4,1813.7,1534.8,1403.9,1511.4,1509.1,1082.8,875.3,1456.6,1428.4,1459.1,1416.1,1417.7,1378,1516.9,1402.6,1790.6,1684.2,1744.4,1713,1736.3,1787.5,1774.8,1765.9,1740.6,1757.6,1639.4,1552.1,1600.6,1567.1,1095.3,1742.8,1070.8,1039.5,1767.3,1490.3,1558.9,1527.4,1649.8,1416.6,1493.6,1344.4,1236,1311.5,1248.6,1449.6,1617.2,1806.9,1818.7,1365.6,1302.4,1380.5,1467.6,1494.2,1568.9,1544,1223,1523,1514.5,1593.9,1508.7,1469.9,1271.9,1588.7,1475,1373.4,1176,1226.9,1516,1716.1,1731.8,1525.7,1467.9,1758.6,1715.4,1687.7,1428.9,1296.1,1702.2,1313.1,1325,1220.9,1894.6,1820.6,1308,1780.9,1787.3
"48",92800,1672,1707.9,1587,1298.7,1263.1,1474.4,1355.2,1303.7,1160.4,1961.9,1649.8,1203.2,1152,1494.4,1234.9,1186.6,1466.7,1346.3,1501.3,1219.7,1481.2,1283.8,1296.5,1268.3,1302.3,1574.8,1734.2,1698.3,1759.8,1259.9,1353.3,1276.6,1482.8,1642.9,1555.8,1529.5,1547.6,1392.4,1345.4,1931.7,1527.4,1500.3,1269.9,1381.3,1753.7,1396.8,1280.3,1269.1,1278.9,1217,1357,1218.4,1668.4,1487.6,1370.8,1953.4,1763.2,1807.6,1924,1507,1537.7,1319.4,1654.9,1804.6,1544.9,1377.3,1218.9,1253.4,1289.7,1368.1,1306.2,1480.6,1727.2,1398.4,1128.6,1551.4,1251.8,1596.4,1618.8,1519.7,1590.2,1648.6,1491.2,1509.9,1607.2,1271.5,1474.6,1736.8,1441.5,1674.5,1753,1824.9,1494.8,1345.2,1571.7,1656.8,1536.5,1491.1,1446.3,1541.3,1764.5,1815.3,1213,1349.3,1487.6,1427.9,1572.6,1575.1,1274,1227.2,1557.8,1686,1728,1665.8,1587.2,1593.8,1475.3,1610.8,1335.1,1880.4,1821.4,1644.5,1581.6,1386.3,1798.1,1421.7,1193.3,1807.7,1320.5,1921.3,1518.1,1402.1,1530.7,1618.3,1408.3,1712.2,1459.2,1371.9,1510.6,1546.7,1016.4,905.9,1493.2,1484,1434.3,1381.1,1395.7,1322.4,1535.4,1386.9,1719.2,1724.6,1708.6,1734.4,1667.2,1833.2,1781.3,1802.2,1694.1,1743.2,1706.6,1504.9,1681.2,1527.8,1038,1784.3,1096.6,1059.9,1842.6,1450.9,1566.5,1493.6,1656.9,1449.3,1495,1295.2,1241.1,1221.8,1235.5,1358.6,1717.4,1777.9,1771.3,1338.8,1349.5,1400.7,1480.1,1475.6,1620.4,1571.1,1154.3,1556.7,1518,1593.3,1477.6,1575.9,1344.7,1619.8,1415.2,1404.3,1143.5,1093.5,1518.5,1647.5,1730.5,1542.1,1428.3,1747.5,1643.1,1707.2,1449,1321.1,1707.6,1355.5,1354,1214.7,1911.5,1748.8,1327.8,1812.9,1718
"49",94800,1702.9,1659.8,1528.3,1262.9,1175.8,1420.5,1347,1290.3,1168.8,1953.1,1710.9,1196.7,1295.1,1483.6,1217.1,1282.1,1475.1,1335.2,1486.4,1263,1549.9,1306.3,1302.9,1277.7,1344.4,1589.1,1740.9,1715.2,1790.1,1337.3,1322.9,1272.5,1499.8,1686.9,1550.5,1514.8,1568.5,1363.3,1344.6,1834.2,1581.2,1525.2,1260.8,1322.1,1760.6,1420.2,1267,1344.2,1190.5,1216.4,1390.1,1239.7,1726.9,1549.3,1381.1,1968.2,1777.8,1837.8,1898.2,1516.6,1505.6,1345.8,1631.2,1817.7,1557.5,1428.4,1223,1238.9,1331.2,1333.8,1297,1446,1704.3,1401.8,1156.3,1578.3,1253.7,1567.8,1681,1521.7,1626.8,1610.2,1470.4,1522.5,1573.3,1287.8,1472.5,1710,1488.9,1704.4,1764.7,1761.1,1491.2,1287.4,1609.2,1624.5,1572.4,1468.5,1430.5,1579.7,1817.8,1865.1,1217.9,1262.6,1482,1395.4,1512.7,1573.6,1323.4,1180,1513.6,1703.5,1662.5,1668.8,1509.5,1540,1501.1,1540.2,1387.8,1920.1,1810.1,1712,1629.5,1449.1,1827.4,1492.1,1194.8,1772.1,1294.5,1861.7,1493,1358.6,1509.1,1568.3,1390.6,1801,1491.6,1377.7,1504.4,1506.8,1040.8,939.1,1418.1,1468.6,1481.2,1440.4,1421.1,1377.3,1521.5,1325.7,1761.7,1697.6,1739.9,1732.3,1676.5,1804.6,1736.3,1708.4,1688.1,1740.2,1701.4,1590.5,1603.7,1572,988.2,1852.7,1046.9,1077.1,1841.8,1429.1,1581.7,1459.4,1584,1454.1,1476.2,1341.8,1304.3,1242.5,1260,1436.6,1702.8,1823.7,1809.9,1380.3,1290.1,1393.4,1477.7,1416.4,1613.4,1554,1158.6,1515.9,1490.3,1582.7,1468.6,1484.3,1277.4,1572.1,1339.2,1439.9,1156.2,1149.8,1542.5,1692.7,1730.8,1495,1504.9,1734.3,1712.8,1680.7,1415.5,1357.5,1670.4,1340.6,1330.7,1203.2,1832.7,1807.2,1306.9,1708.8,1733.4
"50",96800,1696.8,1697.4,1565.9,1373.6,1193.2,1398.1,1333.8,1346.1,1204.6,1980.2,1651,1221.2,1277.3,1451.6,1190.5,1280.6,1485.3,1272.9,1489.3,1320.8,1568.4,1301.7,1298.2,1294.5,1310.7,1516.9,1731.1,1657.4,1793.2,1227.8,1354.1,1276.8,1520.6,1687.7,1537.1,1525.6,1568.6,1348.4,1406.7,1822.8,1530.4,1582.9,1281,1435.4,1710.4,1367.4,1247.4,1332.8,1283.8,1269.7,1328.4,1264,1744.3,1483.2,1354.3,1932.1,1733.2,1870.6,1883.2,1547.3,1462.9,1343.5,1592.6,1782.7,1582.5,1428.2,1195.6,1288,1309.1,1423,1300.8,1452.7,1705.4,1440.6,1184.5,1584.8,1246.5,1644,1676.9,1538.7,1556.2,1665.3,1484.2,1434.3,1546.2,1282.6,1490.8,1701.7,1491,1714.5,1779.2,1748,1596.5,1288.5,1610.8,1586.1,1568.2,1469.4,1457.1,1551.5,1845.7,1844.7,1224,1304.5,1463,1465.1,1570.2,1556.1,1286,1181.4,1517.9,1668.5,1695.3,1616.1,1591,1602.6,1495.7,1527,1331.9,1883.4,1794,1613.2,1596.9,1366.4,1890.2,1440.9,1167.3,1760.1,1352.9,1951.2,1455.7,1401.6,1537.9,1579.3,1346.4,1743.2,1495.5,1332.6,1523.9,1498.9,1032.7,906.9,1505.5,1387.6,1430.3,1394.6,1428.8,1290.4,1582.6,1322.4,1759.1,1674.3,1715.6,1686.8,1734,1741.9,1756.4,1793.1,1728.2,1752.3,1671.5,1490.1,1573.1,1542.8,1011.2,1779.5,1067.1,1037.5,1816.5,1490,1534.5,1505.4,1623.3,1477.8,1474.8,1281.4,1303.5,1216.9,1298.6,1385.4,1693.2,1873.7,1766,1374.9,1328.1,1404.9,1465,1442.2,1596.1,1506,1242.8,1555.3,1520.8,1543.6,1491.8,1474.2,1312.7,1596.2,1428.3,1424.9,1148.5,1166.2,1501.5,1693.9,1711.1,1516,1408.5,1750.2,1668.8,1726.3,1387.2,1302.1,1721.7,1308.9,1336.1,1230.1,1888,1785.1,1261.8,1807.4,1851.9
"51",98800,1638.5,1724,1533.6,1322.4,1218.3,1358.7,1269,1332.3,1151.8,1982.6,1688.6,1231.5,1224.7,1457.1,1251.9,1211.4,1498.1,1362.1,1524.5,1269,1470.7,1297.9,1324.4,1240.4,1269.4,1576.4,1782.7,1675.1,1791.9,1257.3,1349.1,1281.9,1478,1685.1,1478.3,1539.7,1567.9,1350.4,1345.5,1871.8,1631.3,1535.7,1400.8,1402.1,1736.2,1342.9,1299.2,1319.3,1278,1252.7,1314.7,1230,1754,1478.4,1314.1,1966.4,1761.1,1777.5,1836.2,1563.5,1489.6,1340.5,1611.2,1805.6,1596.8,1421.6,1183.7,1295.1,1293.2,1374.8,1303.7,1424.6,1751.9,1429.1,1132.4,1539.9,1216.5,1624.6,1669.8,1576.6,1562.2,1682.4,1452.3,1503.5,1515.1,1216.7,1422,1675.4,1479.9,1651.8,1736.4,1716.8,1565.4,1391.5,1583.6,1583.3,1592,1446.4,1441.8,1600.5,1840.7,1800.7,1270.4,1275.7,1468,1437.6,1549.8,1593.4,1290.4,1212.2,1498.1,1685.5,1737.2,1622.7,1577.8,1542,1510.1,1512.1,1325.1,1794,1815.7,1653.4,1679.4,1395,1879.5,1480.1,1283.8,1795.6,1264.5,1909.3,1423.1,1362,1520,1597.9,1440,1756.2,1485,1374.3,1536.6,1483.8,1062.6,928.5,1469.6,1502.6,1415.5,1420.5,1403.4,1311.6,1551.7,1352.3,1743.7,1680,1720.2,1777.7,1728.4,1813.2,1773.2,1788.1,1620.3,1749.8,1715.5,1494.9,1601.5,1646.7,959.2,1762.6,1046.7,1080.6,1740.8,1457.7,1617,1483.6,1678.5,1540.3,1428.5,1314.3,1342.9,1260.4,1281.4,1394.1,1674.8,1907.1,1810.1,1394.5,1297.1,1406.7,1457.9,1434,1550,1565.9,1249.5,1517.9,1469.3,1544.6,1480.4,1466.4,1269.2,1593.4,1322.8,1429.3,1067.6,1265.6,1516.2,1702.6,1743.6,1522.9,1408.4,1802.4,1738.5,1619.2,1455.3,1332,1772.3,1325.7,1276.9,1184.8,1886.4,1851.7,1283,1765.4,1821.5
"52",100800,1662.1,1767.6,1562.1,1278,1185.3,1370,1316.2,1374.9,1149.5,1909.1,1696.6,1216.4,1205.6,1481.2,1239.4,1205.9,1508,1354.7,1530.9,1246.1,1522.4,1259.2,1177.1,1311,1342.7,1594.2,1785.7,1647.2,1823.2,1285.6,1324.3,1343.1,1510.7,1648.7,1559.9,1499.3,1550.8,1378.1,1305.4,1878.3,1550.7,1580.9,1307.3,1350.7,1715.9,1383,1261.1,1303.2,1182.6,1265.9,1361.5,1255.1,1802.2,1480,1356.6,1944.1,1737.9,1810.3,1896.6,1540.2,1401.1,1379.8,1563.4,1883.1,1564.8,1417.5,1243.4,1192.9,1344.7,1296.1,1315.7,1400.3,1689.1,1446.3,1138.4,1551.5,1255,1650.4,1647.7,1557.9,1609.6,1695.4,1516.3,1504.6,1590.5,1284.2,1474.6,1715.6,1465.8,1606.2,1797.4,1669.3,1594.4,1335.6,1637.9,1640.3,1542.5,1479.9,1468.4,1563.5,1819.5,1846,1214.7,1262.8,1515.3,1513.4,1515.6,1562.2,1267.1,1226.8,1541.8,1661.6,1680.6,1695.7,1506.4,1557,1537.2,1614,1306.9,1863.7,1826.2,1688.5,1587.8,1358.2,1809.2,1423.8,1152.1,1833.3,1352.8,1904.8,1383.9,1344.4,1583,1561.3,1295.7,1746.4,1510.2,1441.2,1485.1,1488.9,1069.1,888,1489.9,1417,1488.7,1434.2,1432.7,1394.3,1580.8,1325.3,1749,1622.9,1783.3,1754.9,1730.7,1828.8,1765.9,1749.1,1645.7,1808.2,1682.5,1504.1,1623.4,1583.2,973.1,1793,1028.2,1071.3,1788.6,1450,1549.7,1569.4,1620,1541.5,1502.8,1322.2,1243.8,1244.7,1304.4,1406,1697.9,1850.2,1791.4,1291.8,1293.8,1436.1,1424.2,1477.7,1519.2,1621.8,1237,1475.6,1525.6,1580.9,1503.8,1445.4,1282.1,1551.6,1364.9,1438.6,1160.6,1189.2,1468.3,1697.4,1715,1560.7,1416.1,1746.9,1734.9,1693.2,1455.8,1280.1,1662.2,1315.7,1317,1172.1,1852.9,1886.3,1276.4,1845,1775.7
"53",102800,1611.4,1700.4,1578.6,1370.9,1241.6,1409.8,1305.3,1387.2,1190.9,1961.1,1595.2,1262.7,1250.9,1425.8,1222.3,1223.5,1464.6,1292.1,1534.7,1287.4,1490.9,1248.9,1260.3,1270.8,1288.1,1549.3,1724.3,1668.2,1766.4,1270,1343.1,1198.1,1470.1,1679.4,1541.5,1521.7,1566,1359.2,1372.6,1936.7,1615.9,1519.3,1294.9,1398.2,1810.8,1318.1,1303.7,1349.4,1265.9,1268.6,1328.7,1273.4,1748.7,1416.3,1367.9,1960.3,1798.6,1814.1,1847.4,1418.2,1463,1353.5,1613.8,1832.5,1607.8,1343.4,1186.5,1263.6,1282.6,1390.6,1269.3,1429.7,1704.1,1420.2,1180.8,1551.7,1249.2,1691.8,1563.8,1597.4,1577.9,1637.5,1453.7,1478.5,1613.4,1273.6,1487.3,1653.9,1508.4,1588.7,1759.6,1674.1,1529.4,1355.1,1597.4,1653.9,1603.9,1429.2,1471.1,1560.1,1835.5,1837.2,1242.8,1270.1,1411.3,1440.3,1550.3,1497.7,1290,1205.8,1538.7,1723.4,1720.5,1630.7,1488.8,1544.7,1506.5,1540.8,1301.6,1866.7,1739.5,1603.5,1610,1384.9,1813.9,1493.6,1142.5,1793.6,1320.9,1905.1,1452.8,1409.8,1521.4,1615.8,1341.1,1820.4,1515.5,1395.3,1556.6,1521.5,1021.2,905.2,1541.5,1476.2,1486.8,1537,1429.6,1400.2,1550.5,1341.1,1785.2,1701.6,1660.4,1771.5,1716.3,1758.2,1829.5,1760.1,1665.8,1796.2,1730.5,1493.7,1574.7,1589.4,967.6,1773.9,1048.6,1076.5,1840,1523.1,1562.8,1521.3,1614.6,1418,1492.8,1280.3,1240.2,1311.1,1263.7,1403.7,1702.9,1807.6,1820.2,1303.8,1310.6,1365,1432,1444.3,1599.1,1571.6,1211.2,1544.3,1528.9,1606.4,1514.2,1504,1343.2,1632.7,1391.4,1443.4,1092,1136,1470.6,1726.4,1777.9,1576.1,1466.2,1690.4,1720.7,1634.2,1421.1,1300.8,1750,1351,1361.1,1137.4,1929.1,1861.2,1290.6,1764.5,1841.8
