"","Name","Academic","EloScore","EloRank","Species","Group","Subgroup","PredatorPrimates","Predator","Dangerous","Interet"
"216","Haematopus_ater","Other",1339.2,31,"Haematopus_ater","Bird","Bird (not Raptor)","No","Yes","No","Others"
"217","Ateles_paniscus","PhD and more",1335.1,31,"Ateles_paniscus","Mammal","Primate","No","No","No","Primate"
"218","Vicugna_pacos","High school + Middle school",1314,32,"Vicugna_pacos","Mammal","Ungulate","No","No","No","Others"
"219","Ara_ararauna","High school diploma",1277.1,32,"Ara_ararauna","Bird","Bird (not Raptor)","No","No","No","Others"
"220","Lemur_catta2","Kindergarten + Primary school",1381.5,32,"Lemur_catta","Mammal","Primate","No","Yes","No","Primate"
"221","Columba_livia","Master's degree",1348.7,32,"Columba_livia","Bird","Bird (not Raptor)","No","No","No","Others"
"222","Propithecus_verreauxi","One/two/three-year technical/university degree",1276,32,"Propithecus_verreauxi","Mammal","Primate","No","No","No","Primate"
"223","Spheniscus_humboldti","Other",1327.1,32,"Spheniscus_humboldti","Bird","Bird (not Raptor)","No","Yes","No","Others"
"224","Bubo_bubo2","PhD and more",1349.9,32,"Bubo_bubo","Bird","Raptor","No","Yes","No","Raptor"
"225","Vicugna_vicugna","High school + Middle school",1310.6,33,"Vicugna_vicugna","Mammal","Ungulate","No","No","No","Others"
"226","Tapirus_indicus","High school diploma",1307.4,33,"Tapirus_indicus","Mammal","Ungulate","No","No","No","Others"
"227","Intellagama_lesueurii","Kindergarten + Primary school",1406.8,33,"Intellagama_lesueurii","Squamata","Lizard","No","Yes","No","Others"
"228","Ateles_paniscus","Master's degree",1249.3,33,"Ateles_paniscus","Mammal","Primate","No","No","No","Primate"
"229","Ailuropoda_melanoleuca","One/two/three-year technical/university degree",1252.7,33,"Ailuropoda_melanoleuca","Mammal","Ursus","No","No","No","Ursus"
"230","Tapirus_indicus","Other",1317.6,33,"Tapirus_indicus","Mammal","Ungulate","No","No","No","Others"
"231","Ailurops_ursinus","PhD and more",1263.3,33,"Ailurops_ursinus","Mammal","Marsupial","No","No","No","Others"
"232","Felis_catus","High school + Middle school",1330.3,34,"Felis_catus","Mammal","Felidae","No","Yes","No","Felidae"
"233","Bubo_scandiacus","High school diploma",1315,34,"Bubo_scandiacus","Bird","Raptor","No","No","No","Raptor"
"234","Panthera_onca_2","Kindergarten + Primary school",1392.5,34,"Panthera_onca","Mammal","Felidae","Yes","No","Yes","Felidae"
"235","Myocastor_coypus","Master's degree",1301.6,34,"Myocastor_coypus","Mammal","Rodent","No","No","No","Others"
"236","Aepyceros_melampus2","One/two/three-year technical/university degree",1232.6,34,"Aepyceros_melampus","Mammal","Ungulate","No","No","No","Others"
"237","Petroica_macrocephala","Other",1317.8,34,"Petroica_macrocephala","Bird","Bird (not Raptor)","No","No","No","Others"
"238","Bubo_scandiacus","PhD and more",1227.6,34,"Bubo_scandiacus","Bird","Raptor","No","No","No","Raptor"
"239","Vicugna_pacos2","High school + Middle school",1294.8,35,"Vicugna_pacos","Mammal","Ungulate","No","No","No","Others"
"240","Ailurus_fulgens","High school diploma",1247.7,35,"Ailurus_fulgens","Mammal","Ursus","No","No","No","Ursus"
"241","Equus_caballus","Kindergarten + Primary school",1391.7,35,"Equus_caballus","Mammal","Ungulate","No","No","No","Others"
"242","Arctocephalus_forsteri2","Master's degree",1307.1,35,"Arctocephalus_forsteri","Mammal","Sea lion","No","Yes","No","Others"
"243","Arctocephalus_forsteri2","One/two/three-year technical/university degree",1325.8,35,"Arctocephalus_forsteri","Mammal","Sea lion","No","Yes","No","Others"
"244","Athene_noctua","Other",1381.3,35,"Athene_noctua","Bird","Bird (not Raptor)","No","Yes","No","Others"
"245","Eulemur _coronatus2","PhD and more",1331.6,35,"Eulemur_coronatus","Mammal","Primate","No","No","No","Primate"
"246","Athene_noctua3","High school + Middle school",1336.7,36,"Athene_noctua","Bird","Bird (not Raptor)","No","Yes","No","Others"
"247","Tauraco_leucotis","High school diploma",1312.5,36,"Tauraco_leucotis","Bird","Bird (not Raptor)","No","No","No","Others"
"248","Cerdocyon_thous","Kindergarten + Primary school",1441.6,36,"Cerdocyon_thous","Mammal","Canidae","Yes","Yes","No","Canidae"
"249","Aonyx_cinereus2","Master's degree",1306.7,36,"Aonyx_cinereus","Mammal","Mustelidae","No","Yes","No","Others"
"250","Rhinopithecus_roxellana","One/two/three-year technical/university degree",1317.3,36,"Rhinopithecus_roxellana","Mammal","Primate","No","No","No","Primate"
"251","Vicugna_vicugna","Other",1333.8,36,"Vicugna_vicugna","Mammal","Ungulate","No","No","No","Others"
"252","Propithecus_coquereli","PhD and more",1321.3,36,"Propithecus_coquereli","Mammal","Primate","No","No","No","Primate"
"253","Pteropus_conspicillatus","High school + Middle school",1318.2,37,"Pteropus_conspicillatus","Mammal","Chiroptera","No","No","No","Others"
"254","Bubo_bubo","High school diploma",1271.9,37,"Bubo_bubo","Bird","Raptor","No","Yes","No","Raptor"
"255","Necrosyrtes_monachus","Kindergarten + Primary school",1391.8,37,"Necrosyrtes_monachus","Bird","Raptor","No","No","No","Raptor"
"256","Nasua_nasua","Master's degree",1340.5,37,"Nasua_nasua","Mammal","Procyonide","No","No","No","Others"
"257","Bubo_scandiacus","One/two/three-year technical/university degree",1292,37,"Bubo_scandiacus","Bird","Raptor","No","No","No","Raptor"
"258","Felis_catus","Other",1330.8,37,"Felis_catus","Mammal","Felidae","No","Yes","No","Felidae"
"259","Euphractus _sexcinctus","PhD and more",1371.3,37,"Euphractus_sexcinctus","Mammal","Xenarthra","No","No","No","Others"
"260","Pardofelis_temminckii","High school + Middle school",1310.8,38,"Pardofelis_temminckii","Mammal","Felidae","Yes","Yes","No","Felidae"
"261","Giraffa_camelopardalis_reticulata","High school diploma",1375.9,38,"Giraffa_camelopardalis_reticulata","Mammal","Ungulate","No","No","No","Others"
"262","Desmodus_rotondus","Kindergarten + Primary school",1400.8,38,"Desmodus_rotundus","Mammal","Chiroptera","No","Yes","No","Others"
"263","Rhinopithecus_roxellana","Master's degree",1304.8,38,"Rhinopithecus_roxellana","Mammal","Primate","No","No","No","Primate"
"264","Equus_caballus","One/two/three-year technical/university degree",1224.9,38,"Equus_caballus","Mammal","Ungulate","No","No","No","Others"
"265","Ailuropoda_melanoleuca","Other",1332.4,38,"Ailuropoda_melanoleuca","Mammal","Ursus","No","No","No","Ursus"
"266","Suricata_suricatta","PhD and more",1286.9,38,"Suricata_suricatta","Mammal","Mongoose","No","Yes","No","Others"
"267","Bubo_bubo2","High school + Middle school",1325.2,39,"Bubo_bubo","Bird","Raptor","No","Yes","No","Raptor"
"268","Bubo_bubo2","High school diploma",1265.8,39,"Bubo_bubo","Bird","Raptor","No","Yes","No","Raptor"
"269","Lemur_catta","Kindergarten + Primary school",1403,39,"Lemur_catta","Mammal","Primate","No","Yes","No","Primate"
"270","Propithecus_coquereli","Master's degree",1336.4,39,"Propithecus_coquereli","Mammal","Primate","No","No","No","Primate"
"271","Bubo_bubo2","One/two/three-year technical/university degree",1291.5,39,"Bubo_bubo","Bird","Raptor","No","Yes","No","Raptor"
"272","Choloepus_didactylus3","Other",1350.6,39,"Choloepus_didactylus","Mammal","Xenarthra","No","No","No","Others"
"273","Vulpes_zerda","PhD and more",1342.7,39,"Vulpes_zerda","Mammal","Canidae","No","Yes","No","Canidae"
"274","Nasua_narica","High school + Middle school",1353.8,40,"Nasua_narica","Mammal","Procyonide","No","No","No","Others"
"275","Nestor_meridionalis","High school diploma",1297.5,40,"Nestor_meridionalis","Bird","Bird (not Raptor)","No","No","No","Others"
"276","Pogona_vitticeps","Kindergarten + Primary school",1388.6,40,"Pogona_vitticeps","Squamata","Lizard","No","Yes","No","Others"
"277","Vicugna_pacos","Master's degree",1275.8,40,"Vicugna_pacos","Mammal","Ungulate","No","No","No","Others"
"278","Bubo_bubo","One/two/three-year technical/university degree",1283.2,40,"Bubo_bubo","Bird","Raptor","No","Yes","No","Raptor"
"279","Pamphagidae","Other",1361.9,40,"Pamphagidae","Insect","Orthoptere","No","No","No","Others"
"280","Propithecus_verreauxi","PhD and more",1350.4,40,"Propithecus_verreauxi","Mammal","Primate","No","No","No","Primate"
"281","Myocastor_coypus","High school + Middle school",1330.5,41,"Myocastor_coypus","Mammal","Rodent","No","No","No","Others"
"282","Myocastor_coypus","High school diploma",1302.6,41,"Myocastor_coypus","Mammal","Rodent","No","No","No","Others"
"283","Oryctolagus_cuniculus2","Kindergarten + Primary school",1407.2,41,"Oryctolagus_cuniculus","Mammal","Lagomorpha","No","No","No","Others"
"284","Athene_noctua3","Master's degree",1323.4,41,"Athene_noctua","Bird","Bird (not Raptor)","No","Yes","No","Others"
"285","Suricata_suricatta","One/two/three-year technical/university degree",1288.5,41,"Suricata_suricatta","Mammal","Mongoose","No","Yes","No","Others"
"286","Equus_caballus","Other",1380.8,41,"Equus_caballus","Mammal","Ungulate","No","No","No","Others"
"287","Litoria_infrafrenata","PhD and more",1331.8,41,"Litoria_infrafrenata","Squamata","Amphibia","No","Yes","No","Others"
"288","Hylobates_agilis","High school + Middle school",1352.9,42,"Hylobates_agilis","Mammal","Primate","No","No","No","Primate"
"289","Pan_paniscus","High school diploma",1404.2,42,"Pan_panisucs","Mammal","Primate","No","Yes","No","Primate"
"290","Chelonoidis_porteri","Kindergarten + Primary school",1401.5,42,"Chelonoidis_porteri","Squamata","Tortoise","No","No","No","Others"
"291","Nestor_meridionalis","Master's degree",1318.8,42,"Nestor_meridionalis","Bird","Bird (not Raptor)","No","No","No","Others"
"292","Tapirus_indicus","One/two/three-year technical/university degree",1378.7,42,"Tapirus_indicus","Mammal","Ungulate","No","No","No","Others"
"293","Choloepus_didactylus2","Other",1339.9,42,"Choloepus_didactylus","Mammal","Xenarthra","No","No","No","Others"
"294","Eulemur _coronatus","PhD and more",1328.1,42,"Eulemur_coronatus","Mammal","Primate","No","No","No","Primate"
"295","Testudo_hermanni","High school + Middle school",1347.6,43,"Testudo_hermanni","Squamata","Tortoise","No","No","No","Others"
"296","Ailuropoda_melanoleuca","High school diploma",1280.4,43,"Ailuropoda_melanoleuca","Mammal","Ursus","No","No","No","Ursus"
"297","Agalychnis_callidryas","Kindergarten + Primary school",1394.6,43,"Agalychnis_callidryas","Squamata","Amphibia","No","Yes","No","Others"
"298","Bubo_scandiacus","Master's degree",1262.7,43,"Bubo_scandiacus","Bird","Raptor","No","No","No","Raptor"
"299","Ara_ararauna","One/two/three-year technical/university degree",1227.7,43,"Ara_ararauna","Bird","Bird (not Raptor)","No","No","No","Others"
"300","Eulemur _coronatus2","Other",1358.4,43,"Eulemur_coronatus","Mammal","Primate","No","No","No","Primate"
"301","Hylobates_agilis","PhD and more",1279.4,43,"Hylobates_agilis","Mammal","Primate","No","No","No","Primate"
"302","Bubo_scandiacus","High school + Middle school",1341.6,44,"Bubo_scandiacus","Bird","Raptor","No","No","No","Raptor"
"303","Carlito_syrichta","High school diploma",1321,44,"Carlito_syrichta","Mammal","Primate","No","Yes","No","Primate"
"304","Cryptoprocto _ferox","Kindergarten + Primary school",1421.1,44,"Cryptoprocto_ferox","Mammal","Felidae","Yes","No","No","Felidae"
"305","Haematopus_ater","Master's degree",1333.8,44,"Haematopus_ater","Bird","Bird (not Raptor)","No","Yes","No","Others"
"306","Vulpes_zerda","One/two/three-year technical/university degree",1312.4,44,"Vulpes_zerda","Mammal","Canidae","No","Yes","No","Canidae"
"307","Dasypus_novemcinctus","Other",1349.7,44,"Dasypus_novemcinctus","Mammal","Xenarthra","No","No","No","Others"
"308","Aepyceros_melampus2","PhD and more",1322.8,44,"Aepyceros_melampus","Mammal","Ungulate","No","No","No","Others"
"309","Corvus2","High school + Middle school",1324.8,45,"Corvus","Bird","Bird (not Raptor)","No","No","No","Others"
"310","Pteropus_conspicillatus","High school diploma",1402.3,45,"Pteropus_conspicillatus","Mammal","Chiroptera","No","No","No","Others"
"311","Spheniscus_humboldti","Kindergarten + Primary school",1401.5,45,"Spheniscus_humboldti","Bird","Bird (not Raptor)","No","Yes","No","Others"
"312","Miopithecus_ogouensis","Master's degree",1354.8,45,"Miopithecus_ogouensis","Mammal","Primate","No","No","No","Primate"
"313","Dasypus_novemcinctus","One/two/three-year technical/university degree",1307.8,45,"Dasypus_novemcinctus","Mammal","Xenarthra","No","No","No","Others"
"314","Corvus2","Other",1370.1,45,"Corvus","Bird","Bird (not Raptor)","No","No","No","Others"
"315","Cerdocyon_thous","PhD and more",1341.4,45,"Cerdocyon_thous","Mammal","Canidae","Yes","Yes","No","Canidae"
"316","Varecia_variegata","High school + Middle school",1392.2,46,"Varecia_variegata","Mammal","Primate","No","No","No","Primate"
"317","Corvus2","High school diploma",1384.4,46,"Corvus","Bird","Bird (not Raptor)","No","No","No","Others"
"318","Crotalus2","Kindergarten + Primary school",1399,46,"Crotalus_atrox","Squamata","Snake","No","Yes","Yes","Snake"
"319","Lemur_catta2","Master's degree",1341.1,46,"Lemur_catta","Mammal","Primate","No","Yes","No","Primate"
"320","Asio_flammeus","One/two/three-year technical/university degree",1300.7,46,"Asio_flammeus","Bird","Raptor","No","Yes","No","Raptor"
"321","Bubo_bubo2","Other",1373.4,46,"Bubo_bubo","Bird","Raptor","No","Yes","No","Raptor"
"322","Ara_chloropterus","PhD and more",1359.8,46,"Ara_chloropterus","Bird","Bird (not Raptor)","No","No","No","Others"
"323","Chelonoidis_porteri","High school + Middle school",1383.2,47,"Chelonoidis_porteri","Squamata","Tortoise","No","No","No","Others"
"324","Chroicocephalus_scopulinus","High school diploma",1308.4,47,"Chroicocephalus_scopulinus","Bird","Bird (not Raptor)","No","Yes","No","Others"
"325","Ara_ararauna","Kindergarten + Primary school",1405.4,47,"Ara_ararauna","Bird","Bird (not Raptor)","No","No","No","Others"
"326","Eudyptes chrysolophus","Master's degree",1339.1,47,"Eudyptes_chrysolophus","Bird","Bird (not Raptor)","No","Yes","No","Others"
"327","Vicugna_pacos","One/two/three-year technical/university degree",1351.1,47,"Vicugna_pacos","Mammal","Ungulate","No","No","No","Others"
"328","Stephanoaetus_coronatus","Other",1364.9,47,"Stephanoaetus_coronatus","Bird","Raptor","Yes","No","No","Raptor"
"329","Taricha_torosa","PhD and more",1313.8,47,"Taricha_torosa","Squamata","Amphibia","No","Yes","No","Others"
"330","Ailurops_ursinus","High school + Middle school",1347.1,48,"Ailurops_ursinus","Mammal","Marsupial","No","No","No","Others"
"331","Chelonoidis_porteri","High school diploma",1299.8,48,"Chelonoidis_porteri","Squamata","Tortoise","No","No","No","Others"
"332","Propithecus_verreauxi","Kindergarten + Primary school",1402.5,48,"Propithecus_verreauxi","Mammal","Primate","No","No","No","Primate"
"333","Psittacus_erithacus","Master's degree",1336.6,48,"Psittacus_erithacus","Bird","Bird (not Raptor)","No","No","No","Others"
"334","Rattus_norvegicus","One/two/three-year technical/university degree",1359,48,"Rattus_norvegicus","Mammal","Rodent","No","No","No","Others"
"335","Columba_livia","Other",1347.3,48,"Columba_livia","Bird","Bird (not Raptor)","No","No","No","Others"
"336","Vicugna_pacos","PhD and more",1358.8,48,"Vicugna_pacos","Mammal","Ungulate","No","No","No","Others"
"337","Otocolobus_manul","High school + Middle school",1410.8,49,"Otocolobus_manul","Mammal","Felidae","No","Yes","No","Felidae"
"338","Suricata_suricatta","High school diploma",1277.6,49,"Suricata_suricatta","Mammal","Mongoose","No","Yes","No","Others"
"339","Panthera_leo","Kindergarten + Primary school",1413.9,49,"Panthera_leo","Mammal","Felidae","Yes","No","Yes","Felidae"
"340","Macropus_rufogriseus","Master's degree",1292.9,49,"Macropus_rufogriseus","Mammal","Marsupial","No","No","No","Others"
"341","Callithrix_argentata","One/two/three-year technical/university degree",1369.2,49,"Callithrix_argentata","Mammal","Primate","No","No","No","Primate"
"342","Chroicocephalus_scopulinus","Other",1378.7,49,"Chroicocephalus_scopulinus","Bird","Bird (not Raptor)","No","Yes","No","Others"
"343","Lemur_catta","PhD and more",1349.6,49,"Lemur_catta","Mammal","Primate","No","Yes","No","Primate"
"344","Miopithecus_ogouensis","High school + Middle school",1346.9,50,"Miopithecus_ogouensis","Mammal","Primate","No","No","No","Primate"
"345","Lemur_catta2","High school diploma",1369.9,50,"Lemur_catta","Mammal","Primate","No","Yes","No","Primate"
"346","Aonyx_cinereus2","Kindergarten + Primary school",1409.2,50,"Aonyx_cinereus","Mammal","Mustelidae","No","Yes","No","Others"
"347","Aepyceros_melampus2","Master's degree",1279.1,50,"Aepyceros_melampus","Mammal","Ungulate","No","No","No","Others"
"348","Lemur_catta2","One/two/three-year technical/university degree",1353.3,50,"Lemur_catta","Mammal","Primate","No","Yes","No","Primate"
"349","Hylobates_agilis","Other",1322.7,50,"Hylobates_agilis","Mammal","Primate","No","No","No","Primate"
"350","Lemur_catta2","PhD and more",1315.4,50,"Lemur_catta","Mammal","Primate","No","Yes","No","Primate"
"351","Pithecia pithecia2","High school + Middle school",1351.8,51,"Pithecia_pithecia","Mammal","Primate","No","No","No","Primate"
"352","Eulemur _coronatus","High school diploma",1351.3,51,"Eulemur_coronatus","Mammal","Primate","No","No","No","Primate"
"353","Macropus_rufogriseus","Kindergarten + Primary school",1415.9,51,"Macropus_rufogriseus","Mammal","Marsupial","No","No","No","Others"
"354","Pteropus_conspicillatus","Master's degree",1316.3,51,"Pteropus_conspicillatus","Mammal","Chiroptera","No","No","No","Others"
"355","Vicugna_pacos2","One/two/three-year technical/university degree",1295.9,51,"Vicugna_pacos","Mammal","Ungulate","No","No","No","Others"
